,destination,size,product_type,rate
1405,-,7.5T,Nbo,16332.58
1406,THIKA,7.5T,"16,332.58",16332.58
1407,THIKA,P/UP,"18,381.17",18381.17
1415,-,14T,Nbo,33975.02
1416,EMBU,14T,"33,975.02",33975.02
1417,-,30T,Nbo,52600.36
1418,EMBU,30T,"52,600.36",52600.36
1419,-,7.5T,Nbo,31158.21
1420,EMBU,7.5T,"31,158.21",31158.21
1421,-,P/UP,Nbo,30618.12
1422,EMBU,P/UP,"30,618.12",30618.12
1423,-,14T,Nbo,17869.38
1424,GATUNDU,14T,"17,869.38",17869.38
1425,-,30T,Nbo,27147.52
1426,GATUNDU,30T,"27,147.52",27147.52
1427,-,7.5T,Nbo,14467.47
1428,GATUNDU,7.5T,"14,467.47",14467.47
1429,-,P/UP,Nbo,34713.37
1431,-,14T,Nbo,63029.25
1432,ISIOLO,14T,"63,029.25",63029.25
1433,-,30T,Nbo,98717.45
1434,ISIOLO,30T,"98,717.45",98717.45
1435,-,7.5T,Nbo,49162.97
1436,ISIOLO,7.5T,"49,162.97",49162.97
1437,-,P/UP,Nbo,51305.53
1439,-,14T,Nbo,15264.29
1440,JUJA,14T,"15,264.29",15264.29
1441,-,30T,Nbo,23038.14
1442,JUJA,30T,"23,038.14",23038.14
1443,-,7.5T,Nbo,12461.74
1444,JUJA,7.5T,"12,461.74",12461.74
1445,-,P/UP,Nbo,26640.25
1447,-,14T,Nbo,29850.89
1448,KAGIO,14T,"29,850.89",29850.89
1449,-,30T,Nbo,45949.96
1450,KAGIO,30T,"45,949.96",45949.96
1451,-,7.5T,Nbo,23731.3
1452,KAGIO,7.5T,"23,731.30",23731.3
1453,-,P/UP,Nbo,71319.76
1455,-,14T,Nbo,178959.39
1456,LOKICHOGIO,14T,"178,959.39",178959.39
1457,-,30T,Nbo,283864.53
1458,LOKICHOGIO,30T,"283,864.53",283864.53
1459,-,7.5T,Nbo,137689.56
1460,LOKICHOGIO,7.5T,"137,689.56",137689.56
1461,-,P/UP,Nbo,101174.57
1462,LOKICHOGIO,P/UP,"101,174.57",101174.57
1463,-,14T,Nbo,24880.39
1464,MAKUTANO,14T,"24,880.39",24880.39
1465,-,30T,Nbo,38453.18
1466,MAKUTANO,30T,"38,453.18",38453.18
1467,-,7.5T,Nbo,19767.35
1468,MAKUTANO,7.5T,"19,767.35",19767.35
1469,-,P/UP,Nbo,57761.84
1471,-,14T,Nbo,62299.98
1472,MAUA,14T,"62,299.98",62299.98
1473,-,30T,Nbo,97920.23
1474,MAUA,30T,"97,920.23",97920.23
1475,-,7.5T,Nbo,51545.16
1476,MAUA,7.5T,"51,545.16",51545.16
1477,-,P/UP,Nbo,48466.42
1479,-,14T,Nbo,52364.59
1480,MERU,14T,"52,364.59",52364.59
1481,-,30T,Nbo,81898.82
1482,MERU,30T,"81,898.82",81898.82
1483,-,7.5T,Nbo,47307.77
1484,MERU,7.5T,"47,307.77",47307.77
1487,-,14T,Nbo,24617.94
1488,MURANG'A,14T,"24,617.94",24617.94
1489,-,30T,Nbo,38029.98
1490,MURANG'A,30T,"38,029.98",38029.98
1491,-,7.5T,Nbo,19568.96
1492,MURANG'A,7.5T,"19,568.96",19568.96
1493,-,P/UP,Nbo,56899.06
1495,-,14T,Nbo,46553.32
1496,NANYUKI,14T,"46,553.32",46553.32
1497,-,30T,Nbo,72527.82
1498,NANYUKI,30T,"72,527.82",72527.82
1499,-,7.5T,Nbo,36499.03
1500,NANYUKI,7.5T,"36,499.03",36499.03
1501,-,P/UP,Nbo,36592.68
1503,-,14T,Nbo,49552.68
1504,NKUBU,14T,"49,552.68",49552.68
1505,-,30T,Nbo,77364.46
1506,NKUBU,30T,"77,364.46",77364.46
1507,-,7.5T,Nbo,38766.36
1508,NKUBU,7.5T,"38,766.36",38766.36
1509,-,P/UP,Nbo,39572.5
1511,-,14T,Nbo,47865.54
1512,NYAHURURU,14T,"47,865.54",47865.54
1513,-,30T,Nbo,74643.85
1514,NYAHURURU,30T,"74,643.85",74643.85
1515,-,7.5T,Nbo,42412.36
1516,NYAHURURU,7.5T,"42,412.36",42412.36
1517,-,P/UP,Nbo,40172.29
1519,-,14T,Nbo,38286.6
1520,NYERI,14T,"38,286.60",38286.6
1521,-,30T,Nbo,59553.05
1522,NYERI,30T,"59,553.05",59553.05
1523,-,7.5T,Nbo,30108.16
1524,NYERI,7.5T,"30,108.16",30108.16
1525,-,P/UP,Nbo,28956.89
1527,-,14T,Nbo,14795.64
1528,RUIRU,14T,"14,795.64",14795.64
1529,-,30T,Nbo,22282.42
1530,RUIRU,30T,"22,282.42",22282.42
1531,-,7.5T,Nbo,12107.46
1532,RUIRU,7.5T,"12,107.46",12107.46
1533,-,P/UP,Nbo,25099.57
1535,-,14T,Nbo,17232.01
1536,THIKA,14T,"17,232.01",17232.01
1537,-,30T,Nbo,26119.73
1538,THIKA,30T,"26,119.73",26119.73
1539,-,7.5T,Nbo,16365.51
1540,THIKA,7.5T,"16,365.51",16365.51
1541,-,P/UP,Nbo,18381.17
1543,CHUKA,14T,Beer,45285.5
1544,CHUKA,14T,"45,285.50",45285.5
1545,CHUKA,14T,Keg,47286.35
1546,CHUKA,14T,"47,286.35",47286.35
1547,CHUKA,14T,Spirit,44559.81
1548,CHUKA,14T,"44,559.81",44559.81
1549,CHUKA,30T,Beer,71813.39
1550,CHUKA,30T,"71,813.39",71813.39
1551,CHUKA,30T,Keg,76292.8
1552,CHUKA,30T,"76,292.80",76292.8
1553,CHUKA,30T,Spirit,71064.33
1554,CHUKA,30T,"71,064.33",71064.33
1555,CHUKA,7.5T,Beer,35067.5
1556,CHUKA,7.5T,"35,067.50",35067.5
1557,CHUKA,7.5T,Keg,35026.62
1558,CHUKA,7.5T,"35,026.62",35026.62
1559,CHUKA,7.5T,Spirit,34256.54
1560,CHUKA,7.5T,"34,256.54",34256.54
1561,CHUKA,P/UP,Beer,31674.47
1562,CHUKA,P/UP,"31,674.47",31674.47
1563,CHUKA,P/UP,Spirit,30974.47
1564,CHUKA,P/UP,"30,974.47",30974.47
1565,DONYO,14T,Keg,24069.69
1566,DONYO,14T,"24,069.69",24069.69
1567,DONYO,14T,Spirit,23212.01
1568,DONYO,14T,"23,212.01",23212.01
1569,DONYO,30T,Keg,37250.39
1570,DONYO,30T,"37,250.39",37250.39
1571,DONYO,30T,Spirit,36264.23
1572,DONYO,30T,"36,264.23",36264.23
1573,DONYO,7.5T,Keg,19081.23
1574,DONYO,7.5T,"19,081.23",19081.23
1575,DONYO,7.5T,Spirit,18270.27
1576,DONYO,7.5T,"18,270.27",18270.27
1577,DONYO,P/UP,Spirit,16472.55
1578,DONYO,P/UP,"16,472.55",16472.55
1579,EMBU,14T,Beer,36057.53
1580,EMBU,14T,"36,057.53",36057.53
1581,EMBU,14T,Keg,36120.6
1582,EMBU,14T,"36,120.60",36120.6
1583,EMBU,14T,Spirit,35331.84
1584,EMBU,14T,"35,331.84",35331.84
1585,EMBU,30T,Beer,61825.61
1586,EMBU,30T,"61,825.61",61825.61
1587,EMBU,30T,Keg,43243.54
1588,EMBU,30T,"43,243.54",43243.54
1589,EMBU,30T,Spirit,55747.43
1590,EMBU,30T,"55,747.43",55747.43
1591,EMBU,7.5T,Beer,28197.42
1592,EMBU,7.5T,"28,197.42",28197.42
1593,EMBU,7.5T,Keg,28225.45
1594,EMBU,7.5T,"28,225.45",28225.45
1595,EMBU,7.5T,Spirit,27455.37
1596,EMBU,7.5T,"27,455.37",27455.37
1597,EMBU,P/UP,Beer,25526.67
1598,EMBU,P/UP,"25,526.67",25526.67
1599,EMBU,P/UP,Spirit,24826.67
1600,EMBU,P/UP,"24,826.67",24826.67
1601,GARISSA,14T,Beer,92022.83
1602,GARISSA,14T,"92,022.83",92022.83
1603,GARISSA,14T,Spirit,91297.14
1604,GARISSA,14T,"91,297.14",91297.14
1605,GARISSA,30T,Beer,152578.2
1606,GARISSA,30T,"152,578.20",152578.2
1607,GARISSA,30T,Spirit,146871.52
1608,GARISSA,30T,"146,871.52",146871.52
1609,GARISSA,7.5T,Beer,70282.29
1610,GARISSA,7.5T,"70,282.29",70282.29
1611,GARISSA,7.5T,Spirit,69540.25
1612,GARISSA,7.5T,"69,540.25",69540.25
1613,GARISSA,P/UP,Beer,63708.53
1614,GARISSA,P/UP,"63,708.53",63708.53
1615,GARISSA,P/UP,Spirit,63008.53
1616,GARISSA,P/UP,"63,008.53",63008.53
1617,GATUNDU,14T,Beer,17458.86
1618,GATUNDU,14T,"17,458.86",17458.86
1619,GATUNDU,14T,Spirit,16733.17
1620,GATUNDU,14T,"16,733.17",16733.17
1621,GATUNDU,30T,Beer,25996.41
1622,GATUNDU,30T,"25,996.41",25996.41
1623,GATUNDU,30T,Spirit,25622.26
1624,GATUNDU,30T,"25,622.26",25622.26
1625,GATUNDU,7.5T,Beer,14192.73
1626,GATUNDU,7.5T,"14,192.73",14192.73
1627,GATUNDU,7.5T,Spirit,13450.68
1628,GATUNDU,7.5T,"13,450.68",13450.68
1629,GATUNDU,P/UP,Beer,12758.8
1630,GATUNDU,P/UP,"12,758.80",12758.8
1631,GATUNDU,P/UP,Spirit,12058.8
1632,GATUNDU,P/UP,"12,058.80",12058.8
1633,GILGIL,14T,Keg,37193.62
1634,GILGIL,14T,"37,193.62",37193.62
1635,GILGIL,30T,Keg,58381.47
1636,GILGIL,30T,"58,381.47",58381.47
1637,GILGIL,7.5T,Keg,29016.29
1638,GILGIL,7.5T,"29,016.29",29016.29
1639,GITHUNGURI,14T,Spirit,16969.23
1640,GITHUNGURI,14T,"16,969.23",16969.23
1641,GITHUNGURI,30T,Spirit,26014.09
1642,GITHUNGURI,30T,"26,014.09",26014.09
1643,GITHUNGURI,7.5T,Spirit,13624.67
1644,GITHUNGURI,7.5T,"13,624.67",13624.67
1645,GITHUNGURI,P/UP,Spirit,12216.06
1646,GITHUNGURI,P/UP,"12,216.06",12216.06
1647,IKUTHA,14T,Keg,63244.91
1648,IKUTHA,14T,"63,244.91",63244.91
1649,IKUTHA,14T,Spirit,62387.23
1650,IKUTHA,14T,"62,387.23",62387.23
1651,IKUTHA,30T,Keg,101206.18
1652,IKUTHA,30T,"101,206.18",101206.18
1653,IKUTHA,30T,Spirit,100506.18
1654,IKUTHA,30T,"100,506.18",100506.18
1655,IKUTHA,7.5T,Keg,48379.96
1656,IKUTHA,7.5T,"48,379.96",48379.96
1657,IKUTHA,7.5T,Spirit,47569.0
1658,IKUTHA,7.5T,"47,569.00",47569.0
1659,IKUTHA,P/UP,Spirit,43112.25
1660,IKUTHA,P/UP,"43,112.25",43112.25
1661,ISIOLO,14T,Beer,69296.15
1662,ISIOLO,14T,"69,296.15",69296.15
1663,ISIOLO,14T,Spirit,68570.46
1664,ISIOLO,14T,"68,570.46",68570.46
1665,ISIOLO,30T,Beer,115329.05
1666,ISIOLO,30T,"115,329.05",115329.05
1667,ISIOLO,30T,Spirit,109963.92
1668,ISIOLO,30T,"109,963.92",109963.92
1669,ISIOLO,7.5T,Beer,53141.34
1670,ISIOLO,7.5T,"53,141.34",53141.34
1671,ISIOLO,7.5T,Spirit,52399.3
1672,ISIOLO,7.5T,"52,399.30",52399.3
1673,ISIOLO,P/UP,Beer,48096.01
1674,ISIOLO,P/UP,"48,096.01",48096.01
1675,ISIOLO,P/UP,Spirit,47396.01
1676,ISIOLO,P/UP,"47,396.01",47396.01
1677,JUJA,14T,Beer,14779.54
1678,JUJA,14T,"14,779.54",14779.54
1679,JUJA,14T,Keg,16133.79
1680,JUJA,14T,"16,133.79",16133.79
1681,JUJA,14T,Spirit,13921.86
1682,JUJA,14T,"13,921.86",13921.86
1683,JUJA,30T,Beer,21705.0
1684,JUJA,30T,"21,705.00",21705.0
1685,JUJA,30T,Keg,21808.95
1686,JUJA,30T,"21,808.95",21808.95
1687,JUJA,30T,Spirit,20955.94
1688,JUJA,30T,"20,955.94",20955.94
1689,JUJA,7.5T,Beer,13976.22
1690,JUJA,7.5T,"13,976.22",13976.22
1691,JUJA,7.5T,Keg,12148.77
1692,JUJA,7.5T,"12,148.77",12148.77
1693,JUJA,7.5T,Spirit,11378.69
1694,JUJA,7.5T,"11,378.69",11378.69
1695,JUJA,P/UP,Beer,10885.86
1696,JUJA,P/UP,"10,885.86",10885.86
1697,JUJA,P/UP,Spirit,10185.86
1698,JUJA,P/UP,"10,185.86",10185.86
1699,KABATI,14T,Beer,21923.65
1700,KABATI,14T,"21,923.65",21923.65
1701,KABATI,14T,Keg,26293.96
1702,KABATI,14T,"26,293.96",26293.96
1703,KABATI,14T,Spirit,21065.97
1704,KABATI,14T,"21,065.97",21065.97
1705,KABATI,30T,Beer,33688.33
1706,KABATI,30T,"33,688.33",33688.33
1707,KABATI,30T,Keg,39645.41
1708,KABATI,30T,"39,645.41",39645.41
1709,KABATI,30T,Spirit,32702.17
1710,KABATI,30T,"32,702.17",32702.17
1711,KABATI,7.5T,Beer,17499.57
1712,KABATI,7.5T,"17,499.57",17499.57
1713,KABATI,7.5T,Keg,17458.69
1714,KABATI,7.5T,"17,458.69",17458.69
1715,KABATI,7.5T,Spirit,16688.61
1716,KABATI,7.5T,"16,688.61",16688.61
1717,KABATI,P/UP,Beer,15701.95
1718,KABATI,P/UP,"15,701.95",15701.95
1719,KABATI,P/UP,Spirit,15001.95
1720,KABATI,P/UP,"15,001.95",15001.95
1721,KAGIO,14T,Beer,31336.25
1722,KAGIO,14T,"31,336.25",31336.25
1723,KAGIO,14T,Keg,27793.93
1724,KAGIO,14T,"27,793.93",27793.93
1725,KAGIO,14T,Spirit,30610.56
1726,KAGIO,14T,"30,610.56",30610.56
1727,KAGIO,30T,Beer,54372.78
1728,KAGIO,30T,"54,372.78",54372.78
1729,KAGIO,30T,Keg,54273.1
1730,KAGIO,30T,"54,273.10",54273.1
1731,KAGIO,30T,Spirit,47910.87
1732,KAGIO,30T,"47,910.87",47910.87
1733,KAGIO,7.5T,Beer,24717.76
1734,KAGIO,7.5T,"24,717.76",24717.76
1735,KAGIO,7.5T,Keg,24745.79
1736,KAGIO,7.5T,"24,745.79",24745.79
1737,KAGIO,7.5T,Spirit,23975.71
1738,KAGIO,7.5T,"23,975.71",23975.71
1739,KAGIO,P/UP,Beer,22381.27
1740,KAGIO,P/UP,"22,381.27",22381.27
1741,KAGIO,P/UP,Spirit,21681.27
1742,KAGIO,P/UP,"21,681.27",21681.27
1743,KAHURO,14T,Keg,28786.44
1744,KAHURO,14T,"28,786.44",28786.44
1745,KAHURO,14T,Spirit,27997.67
1746,KAHURO,14T,"27,997.67",27997.67
1747,KAHURO,30T,Keg,56376.58
1748,KAHURO,30T,"56,376.58",56376.58
1749,KAHURO,30T,Spirit,44207.65
1750,KAHURO,30T,"44,207.65",44207.65
1751,KAHURO,7.5T,Keg,22567.47
1752,KAHURO,7.5T,"22,567.47",22567.47
1753,KAHURO,7.5T,Spirit,21797.39
1754,KAHURO,7.5T,"21,797.39",21797.39
1755,KAHURO,P/UP,Spirit,19619.95
1756,KAHURO,P/UP,"19,619.95",19619.95
1757,KANGARI,14T,Keg,25803.45
1758,KANGARI,14T,"25,803.45",25803.45
1759,KANGARI,30T,Keg,40109.38
1760,KANGARI,30T,"40,109.38",40109.38
1761,KANGARI,7.5T,Keg,20368.95
1762,KANGARI,7.5T,"20,368.95",20368.95
1763,KANGEMA,14T,Beer,31682.83
1764,KANGEMA,14T,"31,682.83",31682.83
1765,KANGEMA,14T,Keg,31682.83
1767,KANGEMA,14T,Spirit,30825.15
1768,KANGEMA,14T,"30,825.15",30825.15
1769,KANGEMA,30T,Beer,49253.24
1770,KANGEMA,30T,"49,253.24",49253.24
1771,KANGEMA,30T,Keg,49253.24
1773,KANGEMA,30T,Spirit,48267.08
1774,KANGEMA,30T,"48,267.08",48267.08
1775,KANGEMA,7.5T,Beer,24944.83
1776,KANGEMA,7.5T,"24,944.83",24944.83
1777,KANGEMA,7.5T,Keg,24944.83
1779,KANGEMA,7.5T,Spirit,24133.87
1780,KANGEMA,7.5T,"24,133.87",24133.87
1781,KANGEMA,P/UP,Beer,22524.25
1782,KANGEMA,P/UP,"22,524.25",22524.25
1783,KANGEMA,P/UP,Spirit,21824.25
1784,EB,P/UP,"21,824.25",21824.25
1785,KARATINA,14T,Beer,35331.1
1786,KARATINA,14T,"35,331.10",35331.1
1787,KARATINA,14T,Keg,35262.19
1788,KARATINA,14T,"35,262.19",35262.19
1789,KARATINA,14T,Spirit,34473.42
1790,KARATINA,14T,"34,473.42",34473.42
1791,KARATINA,30T,Beer,55308.77
1792,KARATINA,30T,"55,308.77",55308.77
1793,KARATINA,30T,Keg,62057.5
1794,KARATINA,30T,"62,057.50",62057.5
1795,KARATINA,30T,Spirit,54322.61
1796,KARATINA,30T,"54,322.61",54322.61
1797,KARATINA,7.5T,Beer,27633.66
1798,KARATINA,7.5T,"27,633.66",27633.66
1799,KARATINA,7.5T,Keg,27592.78
1800,KARATINA,7.5T,"27,592.78",27592.78
1801,KARATINA,7.5T,Spirit,26822.7
1802,KARATINA,7.5T,"26,822.70",26822.7
1803,KARATINA,P/UP,Beer,24954.77
1804,KARATINA,P/UP,"24,954.77",24954.77
1805,KARATINA,P/UP,Spirit,24254.77
1806,KARATINA,P/UP,"24,254.77",24254.77
1807,KERUGOYA,14T,Beer,35760.31
1808,KERUGOYA,14T,"35,760.31",35760.31
1809,KERUGOYA,14T,Keg,32370.78
1810,KERUGOYA,14T,"32,370.78",32370.78
1811,KERUGOYA,14T,Spirit,34902.63
1812,KERUGOYA,14T,"34,902.63",34902.63
1813,KERUGOYA,30T,Beer,55784.07
1814,KERUGOYA,30T,"55,784.07",55784.07
1815,KERUGOYA,30T,Keg,42692.73
1816,KERUGOYA,30T,"42,692.73",42692.73
1817,KERUGOYA,30T,Spirit,55035.02
1818,KERUGOYA,30T,"55,035.02",55035.02
1819,KERUGOYA,7.5T,Beer,34050.49
